"Program Area","Project County Code","Project Number","Project Name","Project Street","Project Address Line2","Project City","Project State","Project Zip","Billing Year","Amount Billed","Amount Paid","Pending Amount Due"
"Condominium Project","21","PR1S018004","VALLEY STREAM TOWNHOUSE CONDO","600 VALLEY STREAM DRIVE","","NAPLES","FL","339624135","2026","136","149.6","0"
"Condominium Project","60","PR1S004887","VALLHALA VILLAGE CONDO","22469 S.W. 61ST WAY","","BOCA RATON","FL","334286113","2025","184","184","0"
"Condominium Project","60","PR1S004887","VALLHALA VILLAGE CONDO","22469 S.W. 61ST WAY","","BOCA RATON","FL","334286113","2026","184","184","0"
"Condominium Project","60","PR1S004887","VALLHALA VILLAGE CONDO","22469 S.W. 61ST WAY","","BOCA RATON","FL","334286113","2024","184","184","0"
"Condominium Project","60","PR1S004887","VALLHALA VILLAGE CONDO","22469 S.W. 61ST WAY","","BOCA RATON","FL","334286113","2022","184","184","0"
"Condominium Project","60","PR1S004887","VALLHALA VILLAGE CONDO","22469 S.W. 61ST WAY","","BOCA RATON","FL","334286113","2023","184","202.4","0"
"Condominium Project","16","PR75940","VAN BUREN GARDENS, A CONDO","2127 VAN BUREAN STREET","","HOLLYWOOD","FL","33020","2022","48","48","0"
"Condominium Project","16","PR75940","VAN BUREN GARDENS, A CONDO","2127 VAN BUREAN STREET","","HOLLYWOOD","FL","33020","2023","48","48","0"
"Condominium Project","16","PR75940","VAN BUREN GARDENS, A CONDO","2127 VAN BUREAN STREET","","HOLLYWOOD","FL","33020","2024","48","48","0"
"Condominium Project","16","PR75940","VAN BUREN GARDENS, A CONDO","2127 VAN BUREAN STREET","","HOLLYWOOD","FL","33020","2025","48","48","0"
"Condominium Project","16","PR75940","VAN BUREN GARDENS, A CONDO","2127 VAN BUREAN STREET","","HOLLYWOOD","FL","33020","2026","","",""
"Condominium Project","74","PR1S004845","VAN LEE, A CONDO, THE","1051 OCEAN SHORE BOULEVARD","","ORMOND BEACH","FL","320744179","2023","304","304","0"
"Condominium Project","74","PR1S004845","VAN LEE, A CONDO, THE","1051 OCEAN SHORE BOULEVARD","","ORMOND BEACH","FL","320744179","2022","304","304","0"
"Condominium Project","74","PR1S004845","VAN LEE, A CONDO, THE","1051 OCEAN SHORE BOULEVARD","","ORMOND BEACH","FL","320744179","2024","304","304","0"
"Condominium Project","74","PR1S004845","VAN LEE, A CONDO, THE","1051 OCEAN SHORE BOULEVARD","","ORMOND BEACH","FL","320744179","2025","304","304","0"
"Condominium Project","74","PR1S004845","VAN LEE, A CONDO, THE","1051 OCEAN SHORE BOULEVARD","","ORMOND BEACH","FL","320744179","2026","","",""
"Condominium Project","46","PR69449","VAN LOON COMMONS, A CONDO","1117 VAN LOON COMMONS CIRCLE","","CAPE CORAL","FL","33990","2022","600","600","0"
"Condominium Project","46","PR69449","VAN LOON COMMONS, A CONDO","1117 VAN LOON COMMONS CIRCLE","","CAPE CORAL","FL","33990","2023","600","600","0"
"Condominium Project","46","PR69449","VAN LOON COMMONS, A CONDO","1117 VAN LOON COMMONS CIRCLE","","CAPE CORAL","FL","33990","2024","600","600","0"
"Condominium Project","46","PR69449","VAN LOON COMMONS, A CONDO","1117 VAN LOON COMMONS CIRCLE","","CAPE CORAL","FL","33990","2025","600","600","0"
"Condominium Project","46","PR69449","VAN LOON COMMONS, A CONDO","1117 VAN LOON COMMONS CIRCLE","","CAPE CORAL","FL","33990","2026","600","600","0"
"Condominium Project","60","PR1S023380","VAN SCOTT CONDO","302 NORTH L STREET","","LAKE WORTH","FL","33460","2023","24","24","0"
"Condominium Project","60","PR1S023380","VAN SCOTT CONDO","302 NORTH L STREET","","LAKE WORTH","FL","33460","2022","24","24","0"
"Condominium Project","60","PR1S023380","VAN SCOTT CONDO","302 NORTH L STREET","","LAKE WORTH","FL","33460","2026","24","24","0"
"Condominium Project","60","PR1S023380","VAN SCOTT CONDO","302 NORTH L STREET","","LAKE WORTH","FL","33460","2025","24","24","0"
"Condominium Project","60","PR1S023380","VAN SCOTT CONDO","302 NORTH L STREET","","LAKE WORTH","FL","33460","2024","24","24","0"
"Condominium Project","21","PR1S021984","VANDERBILT BAY CONDO ASSN INC","P.O. BOX 11209","","NAPLES","FL","33941","2026","144","144","0"
"Condominium Project","21","PR1S021984","VANDERBILT BAY CONDO ASSN INC","P.O. BOX 11209","","NAPLES","FL","33941","2025","144","144","0"
"Condominium Project","21","PR1S021984","VANDERBILT BAY CONDO ASSN INC","P.O. BOX 11209","","NAPLES","FL","33941","2024","144","144","0"
"Condominium Project","21","PR1S021984","VANDERBILT BAY CONDO ASSN INC","P.O. BOX 11209","","NAPLES","FL","33941","2023","144","144","0"
"Condominium Project","21","PR1S021984","VANDERBILT BAY CONDO ASSN INC","P.O. BOX 11209","","NAPLES","FL","33941","2022","144","144","0"
"Condominium Project","21","PR1S019716","VANDERBILT BEACH MOTEL CONDO 1ST ADDITION","9256 GULF SHORE DRIVE","","NAPLES","FL","33963","2022","64","64","0"
"Condominium Project","21","PR1S019716","VANDERBILT BEACH MOTEL CONDO 1ST ADDITION","9256 GULF SHORE DRIVE","","NAPLES","FL","33963","2023","64","64","0"
"Condominium Project","21","PR1S019716","VANDERBILT BEACH MOTEL CONDO 1ST ADDITION","9256 GULF SHORE DRIVE","","NAPLES","FL","33963","2024","64","64","0"
"Condominium Project","21","PR1S019716","VANDERBILT BEACH MOTEL CONDO 1ST ADDITION","9256 GULF SHORE DRIVE","","NAPLES","FL","33963","2025","64","64","0"
"Condominium Project","21","PR1S019716","VANDERBILT BEACH MOTEL CONDO 1ST ADDITION","9256 GULF SHORE DRIVE","","NAPLES","FL","33963","2026","","",""
"Condominium Project","21","PR1S026045","VANDERBILT BEACHCOMBER, A CONDO,THE","10610 GULFSHORE DRIVE NORTH","","NAPLES","FL","34108","2022","60","60","0"
"Condominium Project","21","PR1S026045","VANDERBILT BEACHCOMBER, A CONDO,THE","10610 GULFSHORE DRIVE NORTH","","NAPLES","FL","34108","2024","60","60","0"
"Condominium Project","21","PR1S026045","VANDERBILT BEACHCOMBER, A CONDO,THE","10610 GULFSHORE DRIVE NORTH","","NAPLES","FL","34108","2023","60","60","0"
"Condominium Project","21","PR1S026045","VANDERBILT BEACHCOMBER, A CONDO,THE","10610 GULFSHORE DRIVE NORTH","","NAPLES","FL","34108","2025","60","60","0"
"Condominium Project","21","PR1S026045","VANDERBILT BEACHCOMBER, A CONDO,THE","10610 GULFSHORE DRIVE NORTH","","NAPLES","FL","34108","2026","60","60","0"
"Condominium Project","21","PR1P006951","VANDERBILT CLUB CONDO, A CONDO","10573 GULF SHORE DRIVE N","","NAPLES","FL","339632001","2026","72","72","0"
"Condominium Project","21","PR1P006951","VANDERBILT CLUB CONDO, A CONDO","10573 GULF SHORE DRIVE N","","NAPLES","FL","339632001","2025","72","72","0"
"Condominium Project","21","PR1P006951","VANDERBILT CLUB CONDO, A CONDO","10573 GULF SHORE DRIVE N","","NAPLES","FL","339632001","2022","72","72","0"
"Condominium Project","21","PR1P006951","VANDERBILT CLUB CONDO, A CONDO","10573 GULF SHORE DRIVE N","","NAPLES","FL","339632001","2023","72","72","0"
"Condominium Project","21","PR1P006951","VANDERBILT CLUB CONDO, A CONDO","10573 GULF SHORE DRIVE N","","NAPLES","FL","339632001","2024","72","79.2","0"
"Condominium Project","23","PR72842","VANDERBILT CONDO THE","810 PENNSYLVANIA AVE","","MIAMI BEACH","FL","33139","2022","56","56","0"
"Condominium Project","23","PR72842","VANDERBILT CONDO THE","810 PENNSYLVANIA AVE","","MIAMI BEACH","FL","33139","2023","56","56","0"
"Condominium Project","23","PR72842","VANDERBILT CONDO THE","810 PENNSYLVANIA AVE","","MIAMI BEACH","FL","33139","2024","56","56","0"
"Condominium Project","23","PR72842","VANDERBILT CONDO THE","810 PENNSYLVANIA AVE","","MIAMI BEACH","FL","33139","2025","56","56","0"
"Condominium Project","23","PR72842","VANDERBILT CONDO THE","810 PENNSYLVANIA AVE","","MIAMI BEACH","FL","33139","2026","56","56","0"
"Condominium Project","21","PR1P006908","VANDERBILT GULFSIDE","10851 GULF SHORE DRIVE","","NAPLES","FL","339632060","2024","568","624.8","0"
"Condominium Project","21","PR1P006908","VANDERBILT GULFSIDE","10851 GULF SHORE DRIVE","","NAPLES","FL","339632060","2023","568","568","0"
"Condominium Project","21","PR1P006908","VANDERBILT GULFSIDE","10851 GULF SHORE DRIVE","","NAPLES","FL","339632060","2022","568","568","0"
"Condominium Project","21","PR1P006908","VANDERBILT GULFSIDE","10851 GULF SHORE DRIVE","","NAPLES","FL","339632060","2025","568","687.28","0"
"Condominium Project","21","PR1P006908","VANDERBILT GULFSIDE","10851 GULF SHORE DRIVE","","NAPLES","FL","339632060","2026","568","568","0"
"Condominium Project","21","PR1S005334","VANDERBILT HIDEAWAY","377 VANDERBILT DRIVE","","NAPLES","FL","33940","2022","60","60","0"
"Condominium Project","21","PR1S005334","VANDERBILT HIDEAWAY","377 VANDERBILT DRIVE","","NAPLES","FL","33940","2023","60","60","0"
"Condominium Project","21","PR1S005334","VANDERBILT HIDEAWAY","377 VANDERBILT DRIVE","","NAPLES","FL","33940","2026","60","126","-66"
"Condominium Project","21","PR1S005334","VANDERBILT HIDEAWAY","377 VANDERBILT DRIVE","","NAPLES","FL","33940","2025","60","0","66"
"Condominium Project","21","PR1S005334","VANDERBILT HIDEAWAY","377 VANDERBILT DRIVE","","NAPLES","FL","33940","2024","60","60","0"
"Condominium Project","21","PR1S025121","VANDERBILT LAGOON VILLAS, A CONDO","9207 VANDERBILT DRIVE","","NAPLES","FL","34108","2026","20","20","0"
"Condominium Project","21","PR1S025121","VANDERBILT LAGOON VILLAS, A CONDO","9207 VANDERBILT DRIVE","","NAPLES","FL","34108","2023","20","20","0"
"Condominium Project","21","PR1S025121","VANDERBILT LAGOON VILLAS, A CONDO","9207 VANDERBILT DRIVE","","NAPLES","FL","34108","2025","20","20","0"
"Condominium Project","21","PR1S025121","VANDERBILT LAGOON VILLAS, A CONDO","9207 VANDERBILT DRIVE","","NAPLES","FL","34108","2024","20","20","0"
"Condominium Project","21","PR1S025121","VANDERBILT LAGOON VILLAS, A CONDO","9207 VANDERBILT DRIVE","","NAPLES","FL","34108","2022","20","20","0"
"Condominium Project","21","PR1P021000","VANDERBILT LANDINGS, A CONDO","11036 GULF SHORE DRIVE","","NAPLES","FL","33963","2024","288","288","0"
"Condominium Project","21","PR1P021000","VANDERBILT LANDINGS, A CONDO","11036 GULF SHORE DRIVE","","NAPLES","FL","33963","2025","288","316.8","0"
"Condominium Project","21","PR1P021000","VANDERBILT LANDINGS, A CONDO","11036 GULF SHORE DRIVE","","NAPLES","FL","33963","2023","288","288","0"
"Condominium Project","21","PR1P021000","VANDERBILT LANDINGS, A CONDO","11036 GULF SHORE DRIVE","","NAPLES","FL","33963","2022","288","288","0"
"Condominium Project","21","PR1P021000","VANDERBILT LANDINGS, A CONDO","11036 GULF SHORE DRIVE","","NAPLES","FL","33963","2026","288","288","0"
"Condominium Project","21","PR1S014765","VANDERBILT PALMS CONDO","260 COMMERCE STREET","","NAPLES","FL","339632338","2022","112","112","0"
"Condominium Project","21","PR1S014765","VANDERBILT PALMS CONDO","260 COMMERCE STREET","","NAPLES","FL","339632338","2024","112","112","0"
"Condominium Project","21","PR1S014765","VANDERBILT PALMS CONDO","260 COMMERCE STREET","","NAPLES","FL","339632338","2023","112","112","0"
"Condominium Project","21","PR1S014765","VANDERBILT PALMS CONDO","260 COMMERCE STREET","","NAPLES","FL","339632338","2026","112","112","0"
"Condominium Project","21","PR1S014765","VANDERBILT PALMS CONDO","260 COMMERCE STREET","","NAPLES","FL","339632338","2025","112","112","0"
"Condominium Project","23","PR71676","VANDERBILT PARK TOWNHOUSES, A CONDO","1600- 1656 NE 151ST ST","","MIAMI","FL","33162","2022","96","96","0"
"Condominium Project","23","PR71676","VANDERBILT PARK TOWNHOUSES, A CONDO","1600- 1656 NE 151ST ST","","MIAMI","FL","33162","2023","96","96","0"
"Condominium Project","23","PR71676","VANDERBILT PARK TOWNHOUSES, A CONDO","1600- 1656 NE 151ST ST","","MIAMI","FL","33162","2024","96","105.6","0"
"Condominium Project","23","PR71676","VANDERBILT PARK TOWNHOUSES, A CONDO","1600- 1656 NE 151ST ST","","MIAMI","FL","33162","2025","96","96","0"
"Condominium Project","23","PR71676","VANDERBILT PARK TOWNHOUSES, A CONDO","1600- 1656 NE 151ST ST","","MIAMI","FL","33162","2026","","",""
"Condominium Project","21","PR69860","VANDERBILT PLACE, A CONDO","1000 TRIANGLE BAY DRIVE","","NAPLES","FL","34109","2022","320","352","0"
"Condominium Project","21","PR69860","VANDERBILT PLACE, A CONDO","1000 TRIANGLE BAY DRIVE","","NAPLES","FL","34109","2023","320","320","0"
"Condominium Project","21","PR69860","VANDERBILT PLACE, A CONDO","1000 TRIANGLE BAY DRIVE","","NAPLES","FL","34109","2024","320","320","0"
"Condominium Project","21","PR69860","VANDERBILT PLACE, A CONDO","1000 TRIANGLE BAY DRIVE","","NAPLES","FL","34109","2025","320","352","0"
"Condominium Project","21","PR69860","VANDERBILT PLACE, A CONDO","1000 TRIANGLE BAY DRIVE","","NAPLES","FL","34109","2026","320","320","0"
"Condominium Project","21","PR1M006385","VANDERBILT SHORES I","10701 GULF SHORE DRIVE","","NAPLES","FL","339632092","2026","156","156","0"
"Condominium Project","21","PR1M006385","VANDERBILT SHORES I","10701 GULF SHORE DRIVE","","NAPLES","FL","339632092","2025","156","156","0"
"Condominium Project","21","PR1M006385","VANDERBILT SHORES I","10701 GULF SHORE DRIVE","","NAPLES","FL","339632092","2024","156","171.6","0"
"Condominium Project","21","PR1M006385","VANDERBILT SHORES I","10701 GULF SHORE DRIVE","","NAPLES","FL","339632092","2022","156","156","0"
"Condominium Project","21","PR1M006385","VANDERBILT SHORES I","10701 GULF SHORE DRIVE","","NAPLES","FL","339632092","2023","156","156","0"
"Condominium Project","21","PR1M006386","VANDERBILT SHORES II, A CONDO","10691 GULF SHORE DRIVE","","NAPLES","FL","33940","2024","144","144","0"
"Condominium Project","21","PR1M006386","VANDERBILT SHORES II, A CONDO","10691 GULF SHORE DRIVE","","NAPLES","FL","33940","2022","144","144","0"
"Condominium Project","21","PR1M006386","VANDERBILT SHORES II, A CONDO","10691 GULF SHORE DRIVE","","NAPLES","FL","33940","2023","144","144","0"
"Condominium Project","21","PR1M006386","VANDERBILT SHORES II, A CONDO","10691 GULF SHORE DRIVE","","NAPLES","FL","33940","2025","144","144","0"
"Condominium Project","21","PR1M006386","VANDERBILT SHORES II, A CONDO","10691 GULF SHORE DRIVE","","NAPLES","FL","33940","2026","144","144","0"
"Condominium Project","21","PR1S006907","VANDERBILT SURF COLONY A, SEC II","15 BLUEBILL AVENUE","","NAPLES","FL","339631709","2023","260","260","0"
"Condominium Project","21","PR1S006907","VANDERBILT SURF COLONY A, SEC II","15 BLUEBILL AVENUE","","NAPLES","FL","339631709","2022","260","260","0"
"Condominium Project","21","PR1S006907","VANDERBILT SURF COLONY A, SEC II","15 BLUEBILL AVENUE","","NAPLES","FL","339631709","2024","260","260","0"
"Condominium Project","21","PR1S006907","VANDERBILT SURF COLONY A, SEC II","15 BLUEBILL AVENUE","","NAPLES","FL","339631709","2025","260","260","0"
"Condominium Project","21","PR1S006907","VANDERBILT SURF COLONY A, SEC II","15 BLUEBILL AVENUE","","NAPLES","FL","339631709","2026","","",""
"Condominium Project","21","PR1S006906","VANDERBILT SURF COLONY PH I CONDO","25 BLUEBILL AVENUE","","NAPLES","FL","339631724","2026","260","260","0"
"Condominium Project","21","PR1S006906","VANDERBILT SURF COLONY PH I CONDO","25 BLUEBILL AVENUE","","NAPLES","FL","339631724","2025","260","260","0"
"Condominium Project","21","PR1S006906","VANDERBILT SURF COLONY PH I CONDO","25 BLUEBILL AVENUE","","NAPLES","FL","339631724","2024","260","314.6","0"
"Condominium Project","21","PR1S006906","VANDERBILT SURF COLONY PH I CONDO","25 BLUEBILL AVENUE","","NAPLES","FL","339631724","2022","260","260","0"
"Condominium Project","21","PR1S006906","VANDERBILT SURF COLONY PH I CONDO","25 BLUEBILL AVENUE","","NAPLES","FL","339631724","2023","260","286","0"
"Condominium Project","21","PR1S002791","VANDERBILT SURF COLONY, A CONDO SEC. III","17 BLUEBILL AVENUE","","NAPLES","FL","339631761","2023","264","290.4","0"
"Condominium Project","21","PR1S002791","VANDERBILT SURF COLONY, A CONDO SEC. III","17 BLUEBILL AVENUE","","NAPLES","FL","339631761","2022","264","264","0"
"Condominium Project","21","PR1S002791","VANDERBILT SURF COLONY, A CONDO SEC. III","17 BLUEBILL AVENUE","","NAPLES","FL","339631761","2025","264","264","0"
"Condominium Project","21","PR1S002791","VANDERBILT SURF COLONY, A CONDO SEC. III","17 BLUEBILL AVENUE","","NAPLES","FL","339631761","2024","264","319.44","0"
"Condominium Project","21","PR1S002791","VANDERBILT SURF COLONY, A CONDO SEC. III","17 BLUEBILL AVENUE","","NAPLES","FL","339631761","2026","264","264","0"
"Condominium Project","21","PR1S018190","VANDERBILT TOWERS","3 BLUEBILL AVENUE","","NAPLES","FL","339631707","2023","372","409.2","0"
"Condominium Project","21","PR1S018190","VANDERBILT TOWERS","3 BLUEBILL AVENUE","","NAPLES","FL","339631707","2024","372","372","0"
"Condominium Project","21","PR1S018190","VANDERBILT TOWERS","3 BLUEBILL AVENUE","","NAPLES","FL","339631707","2022","372","372","0"
"Condominium Project","21","PR1S018190","VANDERBILT TOWERS","3 BLUEBILL AVENUE","","NAPLES","FL","339631707","2025","372","372","0"
"Condominium Project","21","PR1S018190","VANDERBILT TOWERS","3 BLUEBILL AVENUE","","NAPLES","FL","339631707","2026","372","372","0"
"Condominium Project","21","PR1S019369","VANDERBILT TOWERS UNIT #3 INC","5 BLUEBILL AVENUE #3","","NAPLES","FL","339631713","2026","336","336","0"
"Condominium Project","21","PR1S019369","VANDERBILT TOWERS UNIT #3 INC","5 BLUEBILL AVENUE #3","","NAPLES","FL","339631713","2025","336","336","0"
"Condominium Project","21","PR1S019369","VANDERBILT TOWERS UNIT #3 INC","5 BLUEBILL AVENUE #3","","NAPLES","FL","339631713","2024","336","336","0"
"Condominium Project","21","PR1S019369","VANDERBILT TOWERS UNIT #3 INC","5 BLUEBILL AVENUE #3","","NAPLES","FL","339631713","2023","336","336","0"
"Condominium Project","21","PR1S019369","VANDERBILT TOWERS UNIT #3 INC","5 BLUEBILL AVENUE #3","","NAPLES","FL","339631713","2022","336","336","0"
"Condominium Project","21","PR1S016564","VANDERBILT TOWERS UNIT NO. 1 OF NAPLES, INC.","1 BLUEBILL AVENUE #N","","NAPLES","FL","339631701","2023","348","348","0"
"Condominium Project","21","PR1S016564","VANDERBILT TOWERS UNIT NO. 1 OF NAPLES, INC.","1 BLUEBILL AVENUE #N","","NAPLES","FL","339631701","2024","348","348","0"
"Condominium Project","21","PR1S016564","VANDERBILT TOWERS UNIT NO. 1 OF NAPLES, INC.","1 BLUEBILL AVENUE #N","","NAPLES","FL","339631701","2022","348","348","0"
"Condominium Project","21","PR1S016564","VANDERBILT TOWERS UNIT NO. 1 OF NAPLES, INC.","1 BLUEBILL AVENUE #N","","NAPLES","FL","339631701","2025","348","348","0"
"Condominium Project","21","PR1S016564","VANDERBILT TOWERS UNIT NO. 1 OF NAPLES, INC.","1 BLUEBILL AVENUE #N","","NAPLES","FL","339631701","2026","348","348","0"
"Condominium Project","21","PR1S025455","VANDERBILT VILLAS II, A CONDO","519 ROMA COURT","","NAPLES","FL","34110","2022","144","158.4","0"
"Condominium Project","21","PR1S025455","VANDERBILT VILLAS II, A CONDO","519 ROMA COURT","","NAPLES","FL","34110","2024","144","144","0"
"Condominium Project","21","PR1S025455","VANDERBILT VILLAS II, A CONDO","519 ROMA COURT","","NAPLES","FL","34110","2023","144","144","0"
